Z;Q;N;Config;Energy;Ionization;Valence_n;Valence_l;n;l;mz;N_list;A_list;C_list
44;1;43;2P;-4441,321952305;0,271;4;2;3;0;2;[2, 3, 1, 3, 3, 4, 2, 4, 3, 4, 3, 3, 2, 2];[69.167117, 62.279945, 58.825221, 47.281849, 32.223937, 24.884214, 19.006287, 16.362574, 11.204522, 11.202035, 8.027154, 4.223517, 2.734310, 1.167416];[0.076664658638, 0.063112532912, 0.123459005518, 0.109621491495, 0.118328097292, -0.068973458179, -1.028836265407, -0.080401435133, 0.760660078945, 0.346155639449, 0.650857143850, 0.007936425091, 0.000311409826, 0.000072407734]
44;1;43;2P;-4441,321952305;0,271;4;2;4;0;2;[2, 3, 1, 3, 3, 4, 2, 4, 3, 4, 3, 3, 2, 2];[69.167117, 62.279945, 58.825221, 47.281849, 32.223937, 24.884214, 19.006287, 16.362574, 11.204522, 11.202035, 8.027154, 4.223517, 2.734310, 1.167416];[-0.029145951571, -0.024058318280, -0.049633522028, -0.040131703945, -0.032814562973, 0.029293595467, 0.362257026542, -0.136989918040, 0.063109138800, -0.329631685343, -0.936472704856, 0.753440801552, 1.170090178759, 0.002050609665]
44;1;43;2P;-4441,321952305;0,271;4;2;2;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[69.428903, 56.654105, 32.958018, 27.420208, 23.034579, 18.098323, 10.126508, 7.633018, 4.046388, 2.387330, 1.167416];[-0.011163549503, -0.024342784115, 0.814804391764, 0.732838096297, 0.586552364317, 0.546747666099, 0.014379239637, -0.002745878002, 0.000315984177, -0.000317698820, 0.000025719642]
44;1;43;2P;-4441,321952305;0,271;4;2;3;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[69.428903, 56.654105, 32.958018, 27.420208, 23.034579, 18.098323, 10.126508, 7.633018, 4.046388, 2.387330, 1.167416];[0.008998935417, 0.019514104985, -0.384752621552, -0.207455614581, -0.551701514155, -0.158946899511, 1.722334952587, 1.030102537655, 0.020669774246, -0.003336449979, 0.000569506365]
44;1;43;2P;-4441,321952305;0,271;4;2;4;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[69.428903, 56.654105, 32.958018, 27.420208, 23.034579, 18.098323, 10.126508, 7.633018, 4.046388, 2.387330, 1.167416];[-0.004756419183, -0.010361096663, 0.150803080963, 0.025349524399, 0.311560643293, -0.039332926494, -0.595631153100, -1.299835204201, 0.999338661128, 2.116726071328, 0.016719972035]
44;1;43;2P;-4441,321952305;0,271;4;2;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[43.919269, 35.195776, 21.834796, 13.398607, 11.367159, 9.051785, 6.719894, 3.829794, 2.413988, 1.540748, 1.167416];[0.007732717562, 0.028845031905, 0.086680244260, 1.268933797479, 0.831879829256, 0.927359743560, 0.353066087163, 0.018790570084, 0.001109959459, 0.000456316666, 0.000145464772]
44;1;43;2P;-4441,321952305;0,271;4;2;4;2;7;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[43.919269, 35.195776, 21.834796, 13.398607, 11.367159, 9.051785, 6.719894, 3.829794, 2.413988, 1.540748, 1.167416];[-0.001382669635, -0.005140959373, -0.010449394803, -0.360875187327, -0.161111438636, -0.375883476214, -0.145083477194, 0.887515160696, 1.266128787687, 0.863306271624, 0.120769816371]
45;1;44;3P;-4685,664166697;0,2743;4;2;1;0;2;[2, 3, 1, 4, 2, 2, 3, 3, 3, 3, 4, 3, 3, 2];[75.823917, 67.136931, 59.033655, 44.128347, 32.577254, 26.722176, 26.701689, 19.404845, 10.124838, 7.383255, 7.377173, 4.176825, 3.009481, 1.204957];[0.151463969586, 0.153626726387, 0.930270105593, -0.120659145507, 0.642233835232, -0.330465081395, 0.070530224468, -0.001730714558, 0.000016829141, -0.000036062446, 0.000016122035, 0.000005232590, -0.000000989949, 0.000000141421]
45;1;44;3P;-4685,664166697;0,2743;4;2;2;0;2;[2, 3, 1, 4, 2, 2, 3, 3, 3, 3, 4, 3, 3, 2];[75.823917, 67.136931, 59.033655, 44.128347, 32.577254, 26.722176, 26.701689, 19.404845, 10.124838, 7.383255, 7.377173, 4.176825, 3.009481, 1.204957];[-0.063566212623, -0.063584738821, -0.298456195889, 0.090555064247, -0.006365799508, -0.018497347710, 0.858761811025, 0.550523782768, 0.014744024916, -0.009211338617, 0.003750777210, -0.000493984797, 0.000084852814, -0.000008061017]
45;1;44;3P;-4685,664166697;0,2743;4;2;3;0;2;[2, 3, 1, 4, 2, 2, 3, 3, 3, 3, 4, 3, 3, 2];[75.823917, 67.136931, 59.033655, 44.128347, 32.577254, 26.722176, 26.701689, 19.404845, 10.124838, 7.383255, 7.377173, 4.176825, 3.009481, 1.204957];[0.029591994529, 0.029294726838, 0.128016025880, -0.052647352551, -0.299379253081, 0.472202938628, -0.628698538648, -0.455450164768, 1.427563879823, 0.319049973784, -0.027412691429, 0.004041822361, 0.000821799501, 0.000001414214]
45;1;44;3P;-4685,664166697;0,2743;4;2;4;0;2;[2, 3, 1, 4, 2, 2, 3, 3, 3, 3, 4, 3, 3, 2];[75.823917, 67.136931, 59.033655, 44.128347, 32.577254, 26.722176, 26.701689, 19.404845, 10.124838, 7.383255, 7.377173, 4.176825, 3.009481, 1.204957];[-0.013074262963, -0.012654948642, -0.052117588150, 0.028677281196, 0.274052102392, -0.428194168202, 0.370535408472, 0.173976693864, -0.406159023844, -1.160017866925, 0.555213314941, 1.250930020096, 0.439679703649, 0.001664529363]
45;1;44;3P;-4685,664166697;0,2743;4;2;2;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[71.413902, 58.292587, 33.909267, 28.554803, 24.386089, 18.626594, 10.451995, 7.915398, 4.257851, 2.495199, 1.204957];[-0.011386698018, -0.024816025533, 0.807880909006, 0.597757555145, 0.697195326101, 0.579953438950, 0.012031158770, -0.001606130424, -0.000127373467, -0.000054868570, -0.000011512602]
45;1;44;3P;-4685,664166697;0,2743;4;2;3;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[71.413902, 58.292587, 33.909267, 28.554803, 24.386089, 18.626594, 10.451995, 7.915398, 4.257851, 2.495199, 1.204957];[0.009264460105, 0.020006942321, -0.385144784860, -0.143343649850, -0.574198117850, -0.225842709336, 1.733110257966, 1.033972731448, 0.021703213968, -0.002823281878, 0.000551380141]
45;1;44;3P;-4685,664166697;0,2743;4;2;4;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[71.413902, 58.292587, 33.909267, 28.554803, 24.386089, 18.626594, 10.451995, 7.915398, 4.257851, 2.495199, 1.204957];[-0.005009941371, -0.010840951704, 0.153742713604, -0.000897248093, 0.315642962898, -0.000562647794, -0.607218219379, -1.349005281502, 1.007764905843, 2.140676202237, 0.016984516927]
45;1;44;3P;-4685,664166697;0,2743;4;2;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[45.122514, 36.167790, 22.243792, 13.619067, 11.800818, 9.470982, 6.973715, 3.912689, 2.482661, 1.589713, 1.204957];[0.008606454880, 0.032209062880, 0.111418426167, 1.272615953586, 0.749740615716, 0.974996294233, 0.350538162402, 0.014536674176, 0.002339769241, 0.000242230469, 0.000343107126]
45;1;44;3P;-4685,664166697;0,2743;4;2;4;2;8;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[45.122514, 36.167790, 22.243792, 13.619067, 11.800818, 9.470982, 6.973715, 3.912689, 2.482661, 1.589713, 1.204957];[-0.001632002451, -0.006120716298, -0.014693961756, -0.411968613158, -0.130007238575, -0.462251259211, -0.113836272175, 1.038041240063, 1.330737344112, 0.864809412482, 0.106774538173]
46;1;45;4S;-4937,675923704;0,3063;4;2;1;0;2;[2, 3, 1, 3, 3, 4, 2, 4, 3, 4, 3, 3, 2, 2];[77.029845, 69.840091, 65.668391, 54.310004, 38.997941, 32.710801, 19.272829, 18.835602, 13.463015, 12.999127, 8.737583, 4.594464, 2.953575, 1.242716];[0.285417146844, 0.217414687697, 0.819671675369, 0.218651276036, 0.009507757780, 0.003909876236, -0.004721634821, 0.004716543652, -0.006097664617, 0.002275186779, -0.000372503852, 0.000055295750, -0.000029698485, 0.000001838478]
46;1;45;4S;-4937,675923704;0,3063;4;2;2;0;2;[2, 3, 1, 3, 3, 4, 2, 4, 3, 4, 3, 3, 2, 2];[77.029845, 69.840091, 65.668391, 54.310004, 38.997941, 32.710801, 19.272829, 18.835602, 13.463015, 12.999127, 8.737583, 4.594464, 2.953575, 1.242716];[-0.137318439850, -0.102725079058, -0.263420327673, -0.161496400598, -0.032338680109, 0.116782644711, 1.456665566510, 0.016348733045, 0.026628510009, -0.003779485745, 0.000597788073, -0.000323572063, 0.000054730065, -0.000005656854]
46;1;45;4S;-4937,675923704;0,3063;4;2;3;0;2;[2, 3, 1, 3, 3, 4, 2, 4, 3, 4, 3, 3, 2, 2];[77.029845, 69.840091, 65.668391, 54.310004, 38.997941, 32.710801, 19.272829, 18.835602, 13.463015, 12.999127, 8.737583, 4.594464, 2.953575, 1.242716];[0.070722133249, 0.053038382601, 0.113611129376, 0.090503728295, 0.111868535424, 0.034690375842, -0.995404822478, 0.280456934195, -0.271573975967, 0.831592364329, 0.805634474392, 0.009581438306, 0.000260215295, 0.000084852814]
46;1;45;4S;-4937,675923704;0,3063;4;2;4;0;2;[2, 3, 1, 3, 3, 4, 2, 4, 3, 4, 3, 3, 2, 2];[77.029845, 69.840091, 65.668391, 54.310004, 38.997941, 32.710801, 19.272829, 18.835602, 13.463015, 12.999127, 8.737583, 4.594464, 2.953575, 1.242716];[-0.030360619600, -0.022644387561, -0.046774547890, -0.040005131831, -0.059449295521, -0.034496911427, 0.438320078730, -0.219183161757, 0.309289071776, -0.345428167992, -1.133353435892, 0.757035025321, 1.196035623617, 0.002346887407]
46;1;45;4S;-4937,675923704;0,3063;4;2;2;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[67.203163, 56.595033, 35.847961, 31.249077, 26.841348, 19.603644, 10.803310, 8.224438, 4.449596, 2.601753, 1.242716];[-0.025342420879, -0.043549233188, 0.799655522450, 0.241977498271, 0.970905474092, 0.700700056025, 0.017922426550, -0.004286607050, 0.000488673204, -0.000439928358, 0.000035027703]
46;1;45;4S;-4937,675923704;0,3063;4;2;3;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[67.203163, 56.595033, 35.847961, 31.249077, 26.841348, 19.603644, 10.803310, 8.224438, 4.449596, 2.601753, 1.242716];[0.023142779090, 0.039687367659, -0.413791077503, 0.043114693708, -0.669859755418, -0.344365679622, 1.719328203928, 1.061762437529, 0.023996671214, -0.003061617230, 0.000606003762]
46;1;45;4S;-4937,675923704;0,3063;4;2;4;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[67.203163, 56.595033, 35.847961, 31.249077, 26.841348, 19.603644, 10.803310, 8.224438, 4.449596, 2.601753, 1.242716];[-0.013935147147, -0.023934209226, 0.181450361778, -0.088938768020, 0.356808842566, 0.059323947131, -0.608449087975, -1.397583807030, 1.014754769773, 2.154671116934, 0.018243799604]
46;1;45;4S;-4937,675923704;0,3063;4;2;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[46.454482, 37.217129, 22.854553, 14.037836, 11.992854, 9.829564, 7.410295, 4.055826, 2.560909, 1.630550, 1.242716];[0.008169111880, 0.030781926972, 0.105958121331, 1.289692885407, 0.812962135609, 0.856687897500, 0.381763440702, 0.021344741751, 0.000893659667, 0.001649760255, -0.000012332883]
46;1;45;4S;-4937,675923704;0,3063;4;2;4;2;9;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[46.454482, 37.217129, 22.854553, 14.037836, 11.992854, 9.829564, 7.410295, 4.055826, 2.560909, 1.630550, 1.242716];[-0.001650000000, -0.006212400000, -0.014277000000, -0.457017600000, -0.147184500000, -0.498292500000, -0.108195000000, 1.168107000000, 1.426182300000, 0.861297600000, 0.087601500000]
47;1;46;3P;-5197,48132816;0,2783;4;2;1;0;2;[1, 2, 2, 3, 4, 4, 2, 3, 3, 4, 2, 2, 1, 2];[96.205766, 92.007782, 69.316325, 58.276640, 37.009771, 31.058364, 25.210376, 20.931374, 12.923312, 12.019269, 7.600018, 3.561582, 2.418015, 1.284773];[-0.477501006897, -0.121312512173, -0.708361754302, -0.240286763641, 0.018032919977, 0.013614351122, -0.066869108398, 0.003634528855, -0.000443638795, 0.000382120505, -0.000259366767, 0.000036062446, -0.000037900923, 0.000000989949]
47;1;46;3P;-5197,48132816;0,2783;4;2;2;0;2;[1, 2, 2, 3, 4, 4, 2, 3, 3, 4, 2, 2, 1, 2];[96.205766, 92.007782, 69.316325, 58.276640, 37.009771, 31.058364, 25.210376, 20.931374, 12.923312, 12.019269, 7.600018, 3.561582, 2.418015, 1.284773];[0.153713417679, 0.037980967959, 0.290464757890, 0.167163578606, -0.071336043356, -0.191197572414, -0.734118543071, -0.614287278183, -0.022585273434, 0.003346877817, -0.000385514617, 0.000404040815, -0.000189080353, 0.000004101219]
47;1;46;3P;-5197,48132816;0,2783;4;2;3;0;2;[1, 2, 2, 3, 4, 4, 2, 3, 3, 4, 2, 2, 1, 2];[96.205766, 92.007782, 69.316325, 58.276640, 37.009771, 31.058364, 25.210376, 20.931374, 12.923312, 12.019269, 7.600018, 3.561582, 2.418015, 1.284773];[0.066626429351, 0.016602584380, 0.128655816095, 0.078862629356, -0.018462558057, -0.114824241770, -0.400029256579, -0.610116338124, 0.337471802490, 0.588524973982, 0.872442205921, 0.003238831901, 0.003205315039, -0.000041295036]
47;1;46;3P;-5197,48132816;0,2783;4;2;4;0;2;[1, 2, 2, 3, 4, 4, 2, 3, 3, 4, 2, 2, 1, 2];[96.205766, 92.007782, 69.316325, 58.276640, 37.009771, 31.058364, 25.210376, 20.931374, 12.923312, 12.019269, 7.600018, 3.561582, 2.418015, 1.284773];[-0.031439947391, -0.007898241324, -0.061066024466, -0.038442850109, 0.004721351978, 0.059398949519, 0.200274419321, 0.382183154214, 0.454050941869, -0.163308573857, -2.460801602101, 1.505204911504, 0.936706757201, 0.000105217489]
47;1;46;3P;-5197,48132816;0,2783;4;2;2;1;6;[2, 3, 4, 2, 3, 3, 3, 2, 2, 2, 2];[46.559221, 41.455427, 35.819990, 23.244138, 19.003003, 10.859053, 8.310115, 4.850725, 3.372303, 2.438419, 1.284773];[0.023932739532, 0.088163014618, 0.097367707174, -2.254869699403, -0.460479331797, -0.006500700828, -0.001168651556, 0.002096273322, -0.000915864215, 0.000414943562, -0.000027434285]
47;1;46;3P;-5197,48132816;0,2783;4;2;3;1;6;[2, 3, 4, 2, 3, 3, 3, 2, 2, 2, 2];[46.559221, 41.455427, 35.819990, 23.244138, 19.003003, 10.859053, 8.310115, 4.850725, 3.372303, 2.438419, 1.284773];[0.096617918363, 0.193623346004, 0.177678147574, -1.501480384164, -0.179819491507, 1.914722286067, 0.820765959900, 0.052381603302, -0.001451812571, 0.002810054633, -0.000004164133]
47;1;46;3P;-5197,48132816;0,2783;4;2;4;1;6;[2, 3, 4, 2, 3, 3, 3, 2, 2, 2, 2];[46.559221, 41.455427, 35.819990, 23.244138, 19.003003, 10.859053, 8.310115, 4.850725, 3.372303, 2.438419, 1.284773];[-0.068388283925, -0.133252242007, -0.121867993479, 0.737968307614, -0.054195450457, -0.787649838373, -1.629835361329, 0.096072906896, 2.355853343335, 1.061611548961, 0.006712826640]
47;1;46;3P;-5197,48132816;0,2783;4;2;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[47.563072, 38.124644, 23.402528, 14.295548, 12.300093, 10.273766, 7.691333, 4.178313, 2.645050, 1.700613, 1.284773];[0.008503048400, 0.031903586858, 0.114353652291, 1.317844429821, 0.750437581712, 0.868437656374, 0.390878706057, 0.015874633854, 0.000083484130, -0.000189736660, 0.000115739362]
47;1;46;3P;-5197,48132816;0,2783;4;2;4;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[47.563072, 38.124644, 23.402528, 14.295548, 12.300093, 10.273766, 7.691333, 4.178313, 2.645050, 1.700613, 1.284773];[-0.001815147377, -0.006796683375, -0.016564326612, -0.508691890109, -0.106707897365, -0.579644230198, -0.090645424218, 1.305575741183, 1.471325259829, 0.862173816785, 0.090147681714]
48;1;47;2P;-5464,878604577;0,3305;5;0;1;0;2;[2, 3, 1, 3, 3, 4, 2, 4, 4, 1, 2, 2, 1, 2];[83.241314, 74.097257, 57.013483, 56.271343, 37.173267, 35.081552, 20.121467, 13.161690, 10.128010, 6.928708, 3.638910, 2.408334, 1.385266, 1.047220];[-0.114769228862, -0.109413884944, -1.080510356184, -0.181994577656, -0.011203824105, 0.002629164434, -0.001297399522, -0.000109177287, -0.000103944697, 0.000639083109, -0.000017394827, 0.000011596551, -0.000007778175, 0.000000848528]
48;1;47;2P;-5464,878604577;0,3305;5;0;2;0;2;[2, 3, 1, 3, 3, 4, 2, 4, 4, 1, 2, 2, 1, 2];[83.241314, 74.097257, 57.013483, 56.271343, 37.173267, 35.081552, 20.121467, 13.161690, 10.128010, 6.928708, 3.638910, 2.408334, 1.385266, 1.047220];[0.080620213972, 0.074529054737, 0.351896639405, 0.154140793017, 0.052524315971, -0.122486592272, -1.443533320791, 0.011854220923, 0.014135205977, -0.083511290757, 0.001563978779, -0.001195434724, 0.000831274732, -0.000090933932]
48;1;47;2P;-5464,878604577;0,3305;5;0;3;0;2;[2, 3, 1, 3, 3, 4, 2, 4, 4, 1, 2, 2, 1, 2];[83.241314, 74.097257, 57.013483, 56.271343, 37.173267, 35.081552, 20.121467, 13.161690, 10.128010, 6.928708, 3.638910, 2.408334, 1.385266, 1.047220];[0.033376005757, 0.030116809182, 0.107448410935, 0.070672211510, 0.112894547364, -0.002043255755, -1.511084645811, 0.748245546609, 0.252965188228, 1.046556927029, 0.008580033683, -0.001319036990, 0.000820950973, -0.000091923882]
48;1;47;2P;-5464,878604577;0,3305;5;0;4;0;2;[2, 3, 1, 3, 3, 4, 2, 4, 4, 1, 2, 2, 1, 2];[83.241314, 74.097257, 57.013483, 56.271343, 37.173267, 35.081552, 20.121467, 13.161690, 10.128010, 6.928708, 3.638910, 2.408334, 1.385266, 1.047220];[-0.007867411469, -0.007245864608, -0.022567737186, -0.016840313679, -0.042278197290, -0.010105970117, 0.861115486657, -0.436301288869, -0.700962588943, -0.978153396916, 2.091669517747, 0.122984819710, -0.014926458465, 0.001828719558]
48;1;47;2P;-5464,878604577;0,3305;5;0;5;0;1;[2, 3, 1, 3, 3, 4, 2, 4, 4, 1, 2, 2, 1, 2];[83.241314, 74.097257, 57.013483, 56.271343, 37.173267, 35.081552, 20.121467, 13.161690, 10.128010, 6.928708, 3.638910, 2.408334, 1.385266, 1.047220];[0.000870100000, 0.000809400000, 0.002223700000, 0.001937100000, 0.006838100000, 0.003044300000, -0.183023100000, 0.089076800000, 0.181375800000, 0.292400900000, -0.326409600000, -0.045937700000, -0.609723500000, 1.402996300000]
48;1;47;2P;-5464,878604577;0,3305;5;0;2;1;6;[2, 3, 4, 2, 3, 3, 4, 2, 2, 2, 2];[45.590143, 40.452978, 35.227058, 24.560040, 18.494253, 13.375523, 12.492308, 7.727315, 3.469794, 2.496341, 1.047220];[0.228019570870, 0.446467515621, 0.334945187020, -3.023817438641, -0.475839102178, 0.063232108016, -0.029762280171, 0.012044386014, -0.000381140604, 0.000306676116, -0.000020330765]
48;1;47;2P;-5464,878604577;0,3305;5;0;3;1;6;[2, 3, 4, 2, 3, 3, 4, 2, 2, 2, 2];[45.590143, 40.452978, 35.227058, 24.560040, 18.494253, 13.375523, 12.492308, 7.727315, 3.469794, 2.496341, 1.047220];[0.302048539774, 0.548448836725, 0.408417141957, -2.406106340051, -0.304889947876, 0.343616870607, 0.718428972885, 1.897370345678, 0.012372127742, -0.000424741521, 0.000045070611]
48;1;47;2P;-5464,878604577;0,3305;5;0;4;1;6;[2, 3, 4, 2, 3, 3, 4, 2, 2, 2, 2];[45.590143, 40.452978, 35.227058, 24.560040, 18.494253, 13.375523, 12.492308, 7.727315, 3.469794, 2.496341, 1.047220];[-0.199902612960, -0.359252943431, -0.267238596091, 1.444575553103, 0.234934480414, 0.574241228870, -0.119806747860, -3.156300785818, 2.687978922712, 0.834395655676, 0.002231485156]
48;1;47;2P;-5464,878604577;0,3305;5;0;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[48.197499, 38.917760, 23.971606, 14.574248, 12.816805, 10.561976, 7.894193, 4.252198, 2.707643, 1.782312, 1.047220];[0.009563360100, 0.034096626415, 0.132390019154, 1.309126978995, 0.705166730957, 0.931198748640, 0.356664442913, 0.015210555545, -0.001168777823, 0.000363345703, -0.000058502137]
48;1;47;2P;-5464,878604577;0,3305;5;0;4;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[48.197499, 38.917760, 23.971606, 14.574248, 12.816805, 10.561976, 7.894193, 4.252198, 2.707643, 1.782312, 1.047220];[-0.002109871655, -0.007517050226, -0.020730311201, -0.545381267978, -0.085058312048, -0.659193854561, -0.025112911810, 1.432165510652, 1.537514261079, 0.694249283563, 0.003804852481]
49;1;48;1S;-5739,978386638;0,2129;4;2;1;0;2;[1, 3, 1, 4, 3, 2, 3, 4, 2, 3, 2, 2, 2, 3];[83.933502, 62.707779, 51.070721, 37.358361, 23.825100, 23.806004, 16.775088, 13.128081, 11.146827, 9.114307, 3.788603, 2.378645, 1.102125, 1.101866];[0.031907769237, -0.035526176058, -1.381999333057, 0.040895379269, 0.038590069741, -0.111613835562, 0.006000790988, 0.004714988017, -0.013284415098, -0.000603727770, 0.000099136371, -0.000051760216, 0.000025173001, -0.000013435029]
49;1;48;1S;-5739,978386638;0,2129;4;2;2;0;2;[1, 3, 1, 4, 3, 2, 3, 4, 2, 3, 2, 2, 2, 3];[83.933502, 62.707779, 51.070721, 37.358361, 23.825100, 23.806004, 16.775088, 13.128081, 11.146827, 9.114307, 3.788603, 2.378645, 1.102125, 1.101866];[0.060004374345, -0.059350300572, -0.550979159535, 0.138276003853, 0.583852270950, 0.788081114234, 0.285541314794, 0.067194236096, -0.259772929474, 0.000480408347, -0.000271104740, 0.000040022244, -0.000015839192, 0.000008202439]
49;1;48;1S;-5739,978386638;0,2129;4;2;3;0;2;[1, 3, 1, 4, 3, 2, 3, 4, 2, 3, 2, 2, 2, 3];[83.933502, 62.707779, 51.070721, 37.358361, 23.825100, 23.806004, 16.775088, 13.128081, 11.146827, 9.114307, 3.788603, 2.378645, 1.102125, 1.101866];[-0.026236772852, 0.026723262317, 0.241180122348, -0.044717715685, -0.641381488718, -0.551068962097, -0.595771687118, 0.428129255799, 1.485793557569, 0.542111757657, 0.009731769208, -0.000980757106, 0.000352704862, -0.000176069589]
49;1;48;1S;-5739,978386638;0,2129;4;2;4;0;2;[1, 3, 1, 4, 3, 2, 3, 4, 2, 3, 2, 2, 2, 3];[83.933502, 62.707779, 51.070721, 37.358361, 23.825100, 23.806004, 16.775088, 13.128081, 11.146827, 9.114307, 3.788603, 2.378645, 1.102125, 1.101866];[0.011123072511, -0.011458948232, -0.103081319455, 0.015838201949, 0.260106401032, 0.063772263539, -0.401053288619, -0.539888613937, 0.350764278606, -1.246006577000, 2.193253185039, 0.073699618483, -0.006382487228, 0.002860954037]
49;1;48;1S;-5739,978386638;0,2129;4;2;5;0;2;[1, 3, 1, 4, 3, 2, 3, 4, 2, 3, 2, 2, 2, 3];[83.933502, 62.707779, 51.070721, 37.358361, 23.825100, 23.806004, 16.775088, 13.128081, 11.146827, 9.114307, 3.788603, 2.378645, 1.102125, 1.101866];[-0.003189900111, 0.003323119029, 0.029641350582, -0.004012830983, -0.065601548782, 0.022935291290, 0.279570222291, 0.254902095123, -0.363349223676, 0.416731543015, -0.722353417602, -0.566228624379, 1.854025494990, -0.037936278811]
49;1;48;1S;-5739,978386638;0,2129;4;2;2;1;6;[2, 3, 4, 2, 3, 4, 3, 2, 2, 2, 2];[47.152308, 42.226582, 37.027541, 25.782094, 20.071104, 12.947974, 12.066104, 8.031651, 3.549498, 2.552364, 1.101866];[-0.222753657821, -0.404198630722, -0.293192409609, 2.834513277901, 0.557460019591, 0.026505193660, -0.028577706931, -0.006119315275, -0.000010287857, -0.000136436579, 0.000010777755]
49;1;48;1S;-5739,978386638;0,2129;4;2;3;1;6;[2, 3, 4, 2, 3, 4, 3, 2, 2, 2, 2];[47.152308, 42.226582, 37.027541, 25.782094, 20.071104, 12.947974, 12.066104, 8.031651, 3.549498, 2.552364, 1.101866];[0.260749652813, 0.445939160684, 0.326033943336, -2.118348123436, -0.425379858426, 0.532009576215, 0.428014284644, 1.998868627405, 0.015710292363, -0.002236139186, 0.000111941681]
49;1;48;1S;-5739,978386638;0,2129;4;2;4;1;6;[2, 3, 4, 2, 3, 4, 3, 2, 2, 2, 2];[47.152308, 42.226582, 37.027541, 25.782094, 20.071104, 12.947974, 12.066104, 8.031651, 3.549498, 2.552364, 1.101866];[-0.170046272383, -0.288189816708, -0.211027215575, 1.269728280824, 0.327437011060, -0.517148032047, 1.106725516197, -3.399718094160, 2.948195811506, 0.603375459871, 0.003735226909]
49;1;48;1S;-5739,978386638;0,2129;4;2;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[49.554320, 39.895199, 24.386414, 14.997417, 13.047140, 10.875056, 8.197538, 4.314403, 2.790643, 1.906550, 1.101866];[0.009435920310, 0.034608915396, 0.137783283703, 1.300056617982, 0.785067051913, 0.840401851322, 0.368806324217, 0.011714341364, -0.000353226415, -0.000074945981, 0.000034785054]
49;1;48;1S;-5739,978386638;0,2129;4;2;4;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[49.554320, 39.895199, 24.386414, 14.997417, 13.047140, 10.875056, 8.197538, 4.314403, 2.790643, 1.906550, 1.101866];[-0.002083308523, -0.007599585673, -0.020804308498, -0.574017905785, -0.089069661260, -0.710640633587, 0.032598971715, 1.571082154669, 1.524101776611, 0.519298169381, 0.001433776691]
50;1;49;2S;-6022,678320408;0,2695;5;1;1;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[89.536877, 64.885326, 51.871742, 28.332819, 27.174333, 24.996281, 14.533367, 14.317933, 10.981514, 5.369886, 3.998462, 3.184758, 1.223362, 1.007489];[0.017658436225, -0.025811518834, -1.364252367063, -0.147871867138, -0.154304983212, 0.270400178710, -0.029067179876, 0.006403841853, -0.002590697825, -0.001076075100, 0.001917249327, -0.000019940411, -0.000010606602, 0.000004242641]
50;1;49;2S;-6022,678320408;0,2695;5;1;2;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[89.536877, 64.885326, 51.871742, 28.332819, 27.174333, 24.996281, 14.533367, 14.317933, 10.981514, 5.369886, 3.998462, 3.184758, 1.223362, 1.007489];[-0.030720678373, 0.038402120758, 0.497902027483, 0.509682426458, -0.276672357281, -1.614695022560, -0.142749868458, 0.010906980678, -0.002960231829, -0.001141270345, 0.002394263561, -0.000071417785, -0.000001272792, 0.000000707107]
50;1;49;2S;-6022,678320408;0,2695;5;1;3;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[89.536877, 64.885326, 51.871742, 28.332819, 27.174333, 24.996281, 14.533367, 14.317933, 10.981514, 5.369886, 3.998462, 3.184758, 1.223362, 1.007489];[-0.015746419489, 0.020375989007, 0.224082421801, 0.148411106769, -0.249633866760, -0.952905159344, 0.390605785927, 0.924424170990, 0.483056320612, -0.034004199422, 0.080664903120, -0.003816255298, 0.000330925974, -0.000107904495]
