Z;Q;N;Config;Energy;Ionization;Valence_n;Valence_l;n;l;mz;N_list;A_list;C_list
32;-1;33;3P;-2075,394739699;0,2897;4;1;1;0;2;[1, 3, 1, 3, 2, 1, 2, 1, 1, 1, 2, 1, 1];[79.613972, 45.818924, 33.572086, 23.611760, 15.443246, 15.440255, 11.983485, 6.428350, 4.034480, 2.518672, 0.914403, 0.791321, 0.344495];[0.002485338915, -0.014859000478, -1.205838103503, 0.074787007291, 0.065923565210, -0.316935300244, -0.004955121480, 0.000823920821, -0.000065053824, 0.000024324473, 0.000005656854, -0.000008768124, -0.000000424264]
32;-1;33;3P;-2075,394739699;0,2897;4;1;2;0;2;[1, 3, 1, 3, 2, 1, 2, 1, 1, 1, 2, 1, 1];[79.613972, 45.818924, 33.572086, 23.611760, 15.443246, 15.440255, 11.983485, 6.428350, 4.034480, 2.518672, 0.914403, 0.791321, 0.344495];[0.002645852154, -0.012766247249, -0.158846730067, 0.009433652989, 1.111961193019, -0.830990899301, 0.853963950094, 0.066456016616, -0.001929977249, 0.001722370698, 0.000367978369, -0.000567523903, -0.000023475945]
32;-1;33;3P;-2075,394739699;0,2897;4;1;3;0;2;[1, 3, 1, 3, 2, 1, 2, 1, 1, 1, 2, 1, 1];[79.613972, 45.818924, 33.572086, 23.611760, 15.443246, 15.440255, 11.983485, 6.428350, 4.034480, 2.518672, 0.914403, 0.791321, 0.344495];[-0.001382818021, 0.006782002560, 0.072780379667, -0.018489003850, 0.010187004554, 0.443934647994, -1.013797942649, -2.377162183595, 3.538191920323, 0.040056750626, 0.000431335137, -0.000146512525, -0.000026304372]
32;-1;33;3P;-2075,394739699;0,2897;4;1;4;0;2;[1, 3, 1, 3, 2, 1, 2, 1, 1, 1, 2, 1, 1];[79.613972, 45.818924, 33.572086, 23.611760, 15.443246, 15.440255, 11.983485, 6.428350, 4.034480, 2.518672, 0.914403, 0.791321, 0.344495];[0.000260215295, -0.001251296160, -0.021031901257, 0.013444504073, -0.064722756474, -0.070225885709, 0.371302477908, 0.374951290320, -0.065424630665, -1.703001487243, -0.709752491919, 2.766034709380, 0.006016064494]
32;-1;33;3P;-2075,394739699;0,2897;4;1;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2];[51.327548, 40.786772, 23.838958, 18.479328, 11.670561, 5.013203, 4.410244, 3.203385, 1.275961, 0.899637, 0.555655, 0.344495];[0.010979347874, 0.028502017698, -0.549289011707, -0.639137030319, -1.391401294919, -0.024046395856, 0.014250641426, -0.010764527624, 0.001028540743, -0.000821068962, 0.000305451371, -0.000074954386]
32;-1;33;3P;-2075,394739699;0,2897;4;1;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2];[51.327548, 40.786772, 23.838958, 18.479328, 11.670561, 5.013203, 4.410244, 3.203385, 1.275961, 0.899637, 0.555655, 0.344495];[0.003367558498, 0.009142965414, -0.116489648851, -0.048064867529, -1.342413459655, 2.162575620334, 0.480636182890, 0.375248111452, 0.005646073857, -0.001721746340, 0.000227557597, -0.000074464488]
32;-1;33;3P;-2075,394739699;0,2897;4;1;4;1;3;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2];[51.327548, 40.786772, 23.838958, 18.479328, 11.670561, 5.013203, 4.410244, 3.203385, 1.275961, 0.899637, 0.555655, 0.344495];[-0.000361825414, -0.000985017294, 0.011813279328, 0.001449553321, 0.178212786052, -0.171190186052, 0.109266078785, -0.544095701975, 0.470998481358, 0.778955209688, 0.676310241525, 0.058771255182]
32;-1;33;3P;-2075,394739699;0,2897;4;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3, 3];[29.320580, 22.954779, 10.041271, 6.615628, 4.263649, 2.969233, 2.331130, 1.493057, 0.344495];[0.005191511235, 0.021151842813, 0.464455420376, 1.087071209243, 1.228379800082, 0.559393004062, 0.206109352196, 0.025750743215, 0.000315595310]
33;-1;34;1D;-2234,222936911;0,3607;4;1;1;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1, 1];[54.379943, 40.312268, 33.668614, 22.964897, 13.839443, 13.667421, 6.306807, 5.183466, 3.465452, 1.585163, 1.006385, 0.884865, 0.383821];[-0.016179593103, 0.029128273901, 1.384742341683, -0.035148581037, 0.090092333570, -0.038265931992, -0.016583209654, 0.023121260374, -0.001620405900, -0.000354543340, -0.000515763686, 0.001071832459, 0.000006222540]
33;-1;34;1D;-2234,222936911;0,3607;4;1;2;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1, 1];[54.379943, 40.312268, 33.668614, 22.964897, 13.839443, 13.667421, 6.306807, 5.183466, 3.465452, 1.585163, 1.006385, 0.884865, 0.383821];[-0.065695169720, 0.071048816581, 0.556776162349, -0.146245804384, -1.179901568190, -0.185452895502, 0.095457859825, -0.150123295129, 0.026597680153, 0.026868219207, 0.028937213649, -0.064686835450, 0.000074953319]
33;-1;34;1D;-2234,222936911;0,3607;4;1;3;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1, 1];[54.379943, 40.312268, 33.668614, 22.964897, 13.839443, 13.667421, 6.306807, 5.183466, 3.465452, 1.585163, 1.006385, 0.884865, 0.383821];[-0.027697231198, 0.030456361858, 0.223621529601, -0.053891294800, -0.595693339687, -0.452371563264, 0.294563290215, 1.335097223104, 0.333760623260, 0.249796077056, 0.269500880306, -0.601551012262, 0.000670478650]
33;-1;34;1D;-2234,222936911;0,3607;4;1;4;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1, 1];[54.379943, 40.312268, 33.668614, 22.964897, 13.839443, 13.667421, 6.306807, 5.183466, 3.465452, 1.585163, 1.006385, 0.884865, 0.383821];[0.009017167095, -0.009843916344, -0.070485535320, 0.018978180322, 0.119412374830, 0.159228991993, 0.067362668931, -0.572308187062, -0.901301213560, 0.402335697478, -0.314194412939, 1.885357396464, 0.007328737523]
33;-1;34;1D;-2234,222936911;0,3607;4;1;2;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2];[50.139883, 40.762467, 23.845046, 18.871367, 13.517094, 6.273065, 5.431821, 3.943193, 1.157275, 0.967964, 0.560220, 0.383821];[-0.015057503347, -0.034323964919, 0.865065716745, 1.084813360754, 0.725158701004, 0.040946160438, -0.007101070764, 0.002189353932, 0.000560198304, -0.000670180394, -0.000041641326, 0.000018861071]
33;-1;34;1D;-2234,222936911;0,3607;4;1;3;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2];[50.139883, 40.762467, 23.845046, 18.871367, 13.517094, 6.273065, 5.431821, 3.943193, 1.157275, 0.967964, 0.560220, 0.383821];[0.009450131428, 0.021097210206, -0.413916736327, -0.503294207960, -0.741106348924, 1.494893951195, 1.281077746598, 0.355699958560, -0.004612634135, 0.009146149751, -0.001150035434, 0.000465892949]
33;-1;34;1D;-2234,222936911;0,3607;4;1;4;1;4;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2];[50.139883, 40.762467, 23.845046, 18.871367, 13.517094, 6.273065, 5.431821, 3.943193, 1.157275, 0.967964, 0.560220, 0.383821];[-0.001722400000, -0.003876600000, 0.070080600000, 0.082453000000, 0.138948600000, -0.327112000000, -0.203103600000, -0.353740200000, -1.127208800000, 2.832718800000, 0.492697600000, 0.034213800000]
33;-1;34;1D;-2234,222936911;0,3607;4;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3, 3];[32.077423, 24.693333, 10.836043, 8.023980, 6.771001, 4.513535, 2.963741, 1.672180, 0.383821];[0.003974666791, 0.018447462958, 0.382520489974, 0.351636105206, 0.825574247601, 1.342323937416, 0.606142535851, 0.030062508804, 0.000227051536]
34;-1;35;1S;-2399,90472428;0,3585;4;1;1;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1, 1];[56.492283, 41.849649, 34.849601, 23.890667, 14.338307, 14.323000, 6.610870, 5.476009, 3.828650, 1.741750, 1.121369, 0.991886, 0.450481];[-0.020180827535, 0.031956559605, 1.384371393465, -0.037238505839, 0.098103429136, -0.042140170046, -0.015542772736, 0.021819335368, -0.000730724148, 0.000921218715, 0.000810768635, -0.001966888223, 0.000010182338]
34;-1;35;1S;-2399,90472428;0,3585;4;1;2;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1, 1];[56.492283, 41.849649, 34.849601, 23.890667, 14.338307, 14.323000, 6.610870, 5.476009, 3.828650, 1.741750, 1.121369, 0.991886, 0.450481];[-0.064977314915, 0.070439431957, 0.554469155765, -0.149864918311, -1.151917958746, -0.205111595390, 0.097919581373, -0.157970341923, 0.023319250273, 0.017504004104, 0.018217192004, -0.042012890826, 0.000030829856]
34;-1;35;1S;-2399,90472428;0,3585;4;1;3;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1, 1];[56.492283, 41.849649, 34.849601, 23.890667, 14.338307, 14.323000, 6.610870, 5.476009, 3.828650, 1.741750, 1.121369, 0.991886, 0.450481];[-0.027508857951, 0.030384095545, 0.224614307522, -0.054546358522, -0.575689006004, -0.448469465203, 0.446309536829, 1.097338366205, 0.386810178147, 0.220384536178, 0.227403985195, -0.524838270363, 0.000485499516]
34;-1;35;1S;-2399,90472428;0,3585;4;1;4;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1, 1];[56.492283, 41.849649, 34.849601, 23.890667, 14.338307, 14.323000, 6.610870, 5.476009, 3.828650, 1.741750, 1.121369, 0.991886, 0.450481];[0.009404378768, -0.010335638399, -0.074641201873, 0.019668033697, 0.123738454117, 0.169047028229, 0.032819371299, -0.449805614177, -1.033189214752, 0.506723608843, -0.204334485037, 1.705367607954, 0.008258582940]
34;-1;35;1S;-2399,90472428;0,3585;4;1;2;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2];[52.021585, 42.345087, 24.776042, 19.667209, 14.121030, 6.738664, 5.842328, 4.279773, 1.344317, 1.133042, 0.660219, 0.450481];[-0.014700857640, -0.033103629129, 0.850693580628, 1.067450152712, 0.747667797098, 0.049228375157, -0.009079278681, 0.002851695959, 0.000875202685, -0.001065772987, -0.000073239743, 0.000029393877]
34;-1;35;1S;-2399,90472428;0,3585;4;1;3;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2];[52.021585, 42.345087, 24.776042, 19.667209, 14.121030, 6.738664, 5.842328, 4.279773, 1.344317, 1.133042, 0.660219, 0.450481];[-0.009345293267, -0.020681531796, 0.411815564026, 0.498142686082, 0.749793464296, -1.348048755758, -1.372512054768, -0.404832313718, 0.010720436808, -0.017985133487, 0.000277527188, -0.000238335352]
34;-1;35;1S;-2399,90472428;0,3585;4;1;4;1;5;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2];[52.021585, 42.345087, 24.776042, 19.667209, 14.121030, 6.738664, 5.842328, 4.279773, 1.344317, 1.133042, 0.660219, 0.450481];[-0.002098102583, -0.004656164350, 0.087103791996, 0.102575146332, 0.176000910509, -0.380666870849, -0.269749849320, -0.486060580866, -1.141679513185, 3.059839892547, 0.601611629672, 0.036882599648]
34;-1;35;1S;-2399,90472428;0,3585;4;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3, 3];[33.093837, 25.549208, 11.229189, 8.375129, 6.984656, 4.764977, 3.177210, 1.747553, 0.450481];[0.004023682095, 0.018388644594, 0.397418296258, 0.385340609191, 0.814883219288, 1.353950051234, 0.535551960327, 0.021950634150, 0.000183095877]
35;-1;36;2P;-2572,536271045;0,4353;4;1;1;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1, 1];[58.840306, 43.270254, 35.952413, 24.803745, 14.998407, 14.991540, 6.938357, 5.780359, 4.192317, 1.889531, 1.231111, 1.095425, 0.527883];[-0.021294944980, 0.033232038817, 1.383438295357, -0.037376391661, 0.099321491278, -0.041750978474, -0.014624382449, 0.020481065074, -0.000018809040, 0.001731987350, 0.001561291773, -0.003842559670, 0.000012869343]
35;-1;36;2P;-2572,536271045;0,4353;4;1;2;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1, 1];[58.840306, 43.270254, 35.952413, 24.803745, 14.998407, 14.991540, 6.938357, 5.780359, 4.192317, 1.889531, 1.231111, 1.095425, 0.527883];[-0.062717260221, 0.070771347880, 0.551617111273, -0.149154134575, -1.100369025870, -0.254846375108, 0.102452984369, -0.169511031699, 0.023828508576, 0.014310144195, 0.014184137767, -0.033862353802, 0.000020788939]
35;-1;36;2P;-2572,536271045;0,4353;4;1;3;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1, 1];[58.840306, 43.270254, 35.952413, 24.803745, 14.998407, 14.991540, 6.938357, 5.780359, 4.192317, 1.889531, 1.231111, 1.095425, 0.527883];[-0.026652268796, 0.030698475220, 0.225157648372, -0.053317124094, -0.542910929741, -0.459564253442, 0.592951179589, 0.848729804278, 0.452518924317, 0.192263182333, 0.188840926933, -0.450711417963, 0.000335027193]
35;-1;36;2P;-2572,536271045;0,4353;4;1;4;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1, 1];[58.840306, 43.270254, 35.952413, 24.803745, 14.998407, 14.991540, 6.938357, 5.780359, 4.192317, 1.889531, 1.231111, 1.095425, 0.527883];[0.009469008328, -0.010873180974, -0.078002928932, 0.019548391230, 0.123445570489, 0.180393829325, -0.002846670480, -0.299080146912, -1.180265445340, 0.586735993825, -0.113250222075, 1.559960997898, 0.008679452896]
35;-1;36;2P;-2572,536271045;0,4353;4;1;2;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2];[53.913287, 43.927707, 25.707038, 20.463051, 14.724966, 7.204263, 6.238755, 4.593395, 1.526346, 1.291162, 0.769482, 0.527883];[-0.014353275046, -0.031982252725, 0.837311283316, 1.050932753478, 0.767920668189, 0.057900303693, -0.011007761955, 0.003527020281, 0.001235032728, -0.001491494304, -0.000096019998, 0.000041886275]
35;-1;36;2P;-2572,536271045;0,4353;4;1;3;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2];[53.913287, 43.927707, 25.707038, 20.463051, 14.724966, 7.204263, 6.238755, 4.593395, 1.526346, 1.291162, 0.769482, 0.527883];[-0.009165255771, -0.020104921911, 0.409039802249, 0.493599372507, 0.754529797663, -1.215259957210, -1.458077385514, -0.443362052525, 0.013492524350, -0.020704557000, 0.000728723198, -0.000123699232]
35;-1;36;2P;-2572,536271045;0,4353;4;1;4;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2];[53.913287, 43.927707, 25.707038, 20.463051, 14.724966, 7.204263, 6.238755, 4.593395, 1.526346, 1.291162, 0.769482, 0.527883];[-0.002413237295, -0.005287958457, 0.102580711244, 0.121092240077, 0.210384469467, -0.420868143268, -0.341205347956, -0.623542598821, -1.164106038166, 3.289169192783, 0.686625043014, 0.047815999371]
35;-1;36;2P;-2572,536271045;0,4353;4;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3, 3];[34.476213, 26.582226, 11.687116, 8.714807, 7.051196, 4.996404, 3.385056, 1.843194, 0.527883];[0.003855132696, 0.017841254331, 0.397375605510, 0.483155233092, 0.792273566473, 1.323031513867, 0.472078406904, 0.017879201663, 0.000152105555]
37;-1;38;1S;-2938,354897972;0,1537;5;0;1;0;2;[1, 3, 1, 4, 2, 3, 4, 3, 2, 2, 3, 2, 2, 2, 2];[61.629682, 45.609573, 37.968851, 26.259916, 15.906141, 15.901177, 8.802636, 5.631993, 5.201952, 2.157946, 1.717872, 1.716577, 0.481476, 0.250025, 0.138072];[-0.021285611170, 0.031719678833, 1.385761706818, -0.035463384975, 0.095084507445, -0.039019424978, -0.005229478911, -0.006752586918, 0.015224433263, -0.000418607214, -0.000163200245, 0.000502328657, 0.000004808326, -0.000002969848, 0.000001131371]
37;-1;38;1S;-2938,354897972;0,1537;5;0;2;0;2;[1, 3, 1, 4, 2, 3, 4, 3, 2, 2, 3, 2, 2, 2, 2];[61.629682, 45.609573, 37.968851, 26.259916, 15.906141, 15.901177, 8.802636, 5.631993, 5.201952, 2.157946, 1.717872, 1.716577, 0.481476, 0.250025, 0.138072];[0.065715958659, -0.070646472823, -0.559173254337, 0.151788814442, 1.118689596885, 0.247840361120, -0.039832739198, -0.070922103046, 0.149031522259, 0.002385636858, 0.000921218715, -0.002896026533, -0.000024748737, 0.000014849242, -0.000005374012]
37;-1;38;1S;-2938,354897972;0,1537;5;0;3;0;2;[1, 3, 1, 4, 2, 3, 4, 3, 2, 2, 3, 2, 2, 2, 2];[61.629682, 45.609573, 37.968851, 26.259916, 15.906141, 15.901177, 8.802636, 5.631993, 5.201952, 2.157946, 1.717872, 1.716577, 0.481476, 0.250025, 0.138072];[0.027910211760, -0.030568650415, -0.229133285539, 0.054478759114, 0.613749735608, 0.492521651985, -0.252916539281, 0.618615903055, -2.141754315322, 0.010472110008, 0.004591668594, -0.015105922166, -0.000105500332, 0.000061376869, -0.000021920310]
