Element name;Symbol;clasificacion;Possible hybridization;Z;Q;N;Complete electronic configuration;Special configuration;Config;Energy;Ionization;Valence_n;Valence_l;n;l;mz;N_list;A_list;C_list
Thulium;Tm;Lanthanide;Likely without hybridisation;69;0;69;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^13;No special;2P;-12940,174228351;0,2136;4;3;5;1;6;[2, 2, 3, 4, 3, 3, 3, 4, 3, 3];[62.010689, 35.956011, 31.711451, 24.625796, 17.939410, 12.772710, 8.329778, 6.821091, 2.888972, 1.916143];[-0.001868960674, -0.143557490304, -0.169178418167, -0.228173398826, 0.878722356908, 0.346422271210, -1.255095274050, -0.581934096356, 1.882782654464, 1.040420033400]
Thulium;Tm;Lanthanide;Likely without hybridisation;69;0;69;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^13;No special;2P;-12940,174228351;0,2136;4;3;3;2;10;[3, 3, 4, 4, 4, 4, 4];[43.554777, 24.422389, 19.822464, 14.199502, 10.868032, 7.213810, 4.653229];[0.013586093511, 1.373424305748, 1.527432603670, 0.500963599735, 0.000435445634, 0.006494053403, 0.000178984916]
Thulium;Tm;Lanthanide;Likely without hybridisation;69;0;69;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^13;No special;2P;-12940,174228351;0,2136;4;3;4;2;10;[3, 3, 4, 4, 4, 4, 4];[43.554777, 24.422389, 19.822464, 14.199502, 10.868032, 7.213810, 4.653229];[-0.004719066952, -0.667172281098, -0.779705410141, -0.276029841084, 1.565735375602, 1.916700129260, 0.317495839359]
Thulium;Tm;Lanthanide;Likely without hybridisation;69;0;69;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^13;No special;2P;-12940,174228351;0,2136;4;3;4;3;13;[4, 4, 4, 4, 4, 4];[21.379996, 12.494944, 8.057008, 5.103958, 3.112255, 1.898043];[0.077724508290, 0.769506127643, 1.370691781207, 1.304527751972, 0.717117828165, 0.171995251938]
Ytterbium;Yb;Lanthanide;Likely without hybridisation;70;0;70;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14;Full orbital;1S;-13391,456011419;0,2287;4;3;1;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[87.352555, 68.693248, 56.955480, 32.933882, 30.102689, 19.971201, 16.452439, 8.583422, 6.835797, 3.307811, 2.392500, 0.943977, 0.661442];[0.077681336768, 1.331939991326, 0.006548940165, 0.003201920927, -0.002296541404, 0.001808354882, -0.001245639306, 0.000396404062, -0.000264740779, 0.000063639610, -0.000036628131, 0.000009192388, -0.000005232590]
Ytterbium;Yb;Lanthanide;Likely without hybridisation;70;0;70;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14;Full orbital;1S;-13391,456011419;0,2287;4;3;2;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[87.352555, 68.693248, 56.955480, 32.933882, 30.102689, 19.971201, 16.452439, 8.583422, 6.835797, 3.307811, 2.392500, 0.943977, 0.661442];[0.023716220020, -0.511404938577, -0.347848594504, 1.567197811539, 0.214160582290, 0.015908346942, -0.005919332287, 0.000437416255, -0.000394989848, 0.000101823376, -0.000051477374, 0.000012727922, -0.000007212489]
Ytterbium;Yb;Lanthanide;Likely without hybridisation;70;0;70;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14;Full orbital;1S;-13391,456011419;0,2287;4;3;3;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[87.352555, 68.693248, 56.955480, 32.933882, 30.102689, 19.971201, 16.452439, 8.583422, 6.835797, 3.307811, 2.392500, 0.943977, 0.661442];[-0.008425318719, 0.235141571858, 0.182701825859, -0.801080565299, -0.578446298187, 0.547604280290, 1.353696677033, 0.056808817379, -0.022621194458, 0.003121876439, -0.001705117292, 0.000383251875, -0.000214536197]
Ytterbium;Yb;Lanthanide;Likely without hybridisation;70;0;70;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14;Full orbital;1S;-13391,456011419;0,2287;4;3;4;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[87.352555, 68.693248, 56.955480, 32.933882, 30.102689, 19.971201, 16.452439, 8.583422, 6.835797, 3.307811, 2.392500, 0.943977, 0.661442];[0.001582504976, -0.109675797296, -0.094357318831, 0.401451955423, 0.301461258287, 0.232935681544, -1.899601355464, 1.344688136641, 0.681489999560, 0.010155891855, -0.001981030358, 0.000344361002, -0.000179887965]
Ytterbium;Yb;Lanthanide;Likely without hybridisation;70;0;70;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14;Full orbital;1S;-13391,456011419;0,2287;4;3;5;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[87.352555, 68.693248, 56.955480, 32.933882, 30.102689, 19.971201, 16.452439, 8.583422, 6.835797, 3.307811, 2.392500, 0.943977, 0.661442];[-0.001254690273, 0.041313703640, 0.033638908059, -0.145895786527, -0.117943572624, -0.128323617329, 0.819114899490, -0.487188935484, -0.764416654431, 1.156939265421, 0.613058609440, -0.001412233663, 0.000834386002]
Ytterbium;Yb;Lanthanide;Likely without hybridisation;70;0;70;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14;Full orbital;1S;-13391,456011419;0,2287;4;3;6;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[87.352555, 68.693248, 56.955480, 32.933882, 30.102689, 19.971201, 16.452439, 8.583422, 6.835797, 3.307811, 2.392500, 0.943977, 0.661442];[0.000060386919, -0.009594590493, -0.008537041591, 0.035965713633, 0.026719302519, 0.038016040456, -0.207197984658, 0.124366930625, 0.194466385642, -0.290729215827, -0.304307645924, 0.904780037502, 0.646710952528]
Ytterbium;Yb;Lanthanide;Likely without hybridisation;70;0;70;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14;Full orbital;1S;-13391,456011419;0,2287;4;3;2;1;6;[2, 2, 3, 4, 3, 3, 3, 4, 3, 3];[63.020058, 36.488320, 32.197498, 25.055410, 18.221343, 12.943284, 8.468270, 6.924058, 2.933562, 1.939912];[-0.023501139439, -1.866417613493, -0.625475246228, -0.045725114926, 0.026994846659, -0.007012154287, 0.002278515359, -0.000525415550, 0.000106797753, -0.000042131224]
Ytterbium;Yb;Lanthanide;Likely without hybridisation;70;0;70;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14;Full orbital;1S;-13391,456011419;0,2287;4;3;3;1;6;[2, 2, 3, 4, 3, 3, 3, 4, 3, 3];[63.020058, 36.488320, 32.197498, 25.055410, 18.221343, 12.943284, 8.468270, 6.924058, 2.933562, 1.939912];[-0.007936836665, -0.935192158591, -0.655985110668, -0.253139333131, 2.725684408220, 0.535341862061, -0.011100352667, 0.004790712039, -0.000595470956, 0.000220454077]
Ytterbium;Yb;Lanthanide;Likely without hybridisation;70;0;70;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14;Full orbital;1S;-13391,456011419;0,2287;4;3;4;1;6;[2, 2, 3, 4, 3, 3, 3, 4, 3, 3];[63.020058, 36.488320, 32.197498, 25.055410, 18.221343, 12.943284, 8.468270, 6.924058, 2.933562, 1.939912];[0.004806388773, 0.439112922668, 0.468936195134, 0.559328735316, -2.388159418603, -0.860049896599, 2.835808323128, 0.710265068521, 0.019499163097, -0.004136208380]
Ytterbium;Yb;Lanthanide;Likely without hybridisation;70;0;70;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14;Full orbital;1S;-13391,456011419;0,2287;4;3;5;1;6;[2, 2, 3, 4, 3, 3, 3, 4, 3, 3];[63.020058, 36.488320, 32.197498, 25.055410, 18.221343, 12.943284, 8.468270, 6.924058, 2.933562, 1.939912];[-0.001818501185, -0.143464164745, -0.168895257153, -0.224860953847, 0.882813249727, 0.334769803554, -1.253773529384, -0.567337586979, 1.866033043603, 1.052026205699]
Ytterbium;Yb;Lanthanide;Likely without hybridisation;70;0;70;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14;Full orbital;1S;-13391,456011419;0,2287;4;3;3;2;10;[3, 3, 4, 4, 4, 4, 4];[44.380596, 24.846977, 20.192372, 14.457411, 11.032791, 7.328845, 4.721620];[0.013038070793, 1.374351169330, 1.528662729680, 0.498386027214, -0.000169814310, 0.006694225579, 0.000201753315]
Ytterbium;Yb;Lanthanide;Likely without hybridisation;70;0;70;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14;Full orbital;1S;-13391,456011419;0,2287;4;3;4;2;10;[3, 3, 4, 4, 4, 4, 4];[44.380596, 24.846977, 20.192372, 14.457411, 11.032791, 7.328845, 4.721620];[-0.004535654848, -0.669221753250, -0.786960940004, -0.256721922374, 1.578725063546, 1.899719330680, 0.309731815247]
Ytterbium;Yb;Lanthanide;Likely without hybridisation;70;0;70;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14;Full orbital;1S;-13391,456011419;0,2287;4;3;4;3;14;[4, 4, 4, 4, 4, 4];[21.813503, 12.812141, 8.292375, 5.253542, 3.193592, 1.935523];[0.079624340019, 0.792493885325, 1.414089814504, 1.359585839682, 0.752050310632, 0.182986876997]
Lutetium;Lu;Lanthanide;sp3d;71;0;71;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^1;No special;2S;-13851,807781166;0,2261;5;2;1;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[88.158050, 69.634798, 57.735491, 33.352021, 30.451377, 20.515313, 16.747706, 8.641112, 6.885200, 3.414551, 2.490551, 1.042682, 0.714282];[0.081513431258, 1.328601740212, 0.005879592886, 0.003314633747, -0.002420426512, 0.001853044031, -0.001220890568, 0.000406020714, -0.000281287078, 0.000074529055, -0.000043557778, 0.000010606602, -0.000005515433]
Lutetium;Lu;Lanthanide;sp3d;71;0;71;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^1;No special;2S;-13851,807781166;0,2261;5;2;2;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[88.158050, 69.634798, 57.735491, 33.352021, 30.451377, 20.515313, 16.747706, 8.641112, 6.885200, 3.414551, 2.490551, 1.042682, 0.714282];[0.024799366187, -0.513574907867, -0.348274414208, 1.577714186432, 0.204306625030, 0.014606139094, -0.004972516307, 0.000313106883, -0.000325834805, 0.000098146421, -0.000050204581, 0.000011879394, -0.000006222540]
Lutetium;Lu;Lanthanide;sp3d;71;0;71;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^1;No special;2S;-13851,807781166;0,2261;5;2;3;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[88.158050, 69.634798, 57.735491, 33.352021, 30.451377, 20.515313, 16.747706, 8.641112, 6.885200, 3.414551, 2.490551, 1.042682, 0.714282];[-0.008748890782, 0.236329794094, 0.183651470266, -0.808776008399, -0.586559782815, 0.536654731784, 1.379134702065, 0.057212009666, -0.024124220632, 0.003708916489, -0.002047074132, 0.000443214530, -0.000227971226]
Lutetium;Lu;Lanthanide;sp3d;71;0;71;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^1;No special;2S;-13851,807781166;0,2261;5;2;4;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[88.158050, 69.634798, 57.735491, 33.352021, 30.451377, 20.515313, 16.747706, 8.641112, 6.885200, 3.414551, 2.490551, 1.042682, 0.714282];[0.001595374320, -0.110392520729, -0.095309791665, 0.406923830538, 0.304663886321, 0.216060012525, -1.888892223263, 1.437587542711, 0.586187137542, 0.009199459223, -0.001643457581, 0.000276195909, -0.000128693434]
Lutetium;Lu;Lanthanide;sp3d;71;0;71;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^1;No special;2S;-13851,807781166;0,2261;5;2;5;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[88.158050, 69.634798, 57.735491, 33.352021, 30.451377, 20.515313, 16.747706, 8.641112, 6.885200, 3.414551, 2.490551, 1.042682, 0.714282];[-0.001269963779, 0.042467277643, 0.034814826636, -0.151340791585, -0.121505128060, -0.124272885423, 0.833584284132, -0.536716532916, -0.769352684028, 1.222810363308, 0.577621670258, -0.000211566349, 0.000385373196]
Lutetium;Lu;Lanthanide;sp3d;71;0;71;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^1;No special;2S;-13851,807781166;0,2261;5;2;6;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[88.158050, 69.634798, 57.735491, 33.352021, 30.451377, 20.515313, 16.747706, 8.641112, 6.885200, 3.414551, 2.490551, 1.042682, 0.714282];[0.000141562778, -0.010516516314, -0.009156325710, 0.039027485995, 0.029613349153, 0.037145167744, -0.220119088292, 0.139545684790, 0.214604079663, -0.333768401434, -0.318768828128, 0.843277303888, 0.729863315883]
Lutetium;Lu;Lanthanide;sp3d;71;0;71;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^1;No special;2S;-13851,807781166;0,2261;5;2;2;1;6;[2, 2, 3, 4, 3, 3, 3, 4, 3, 3];[63.903538, 37.008976, 32.687216, 25.543805, 18.549954, 13.120080, 8.701682, 7.137705, 3.013129, 2.003340];[-0.023292197964, -1.870442370089, -0.620868490869, -0.044807536069, 0.025944505458, -0.006894578779, 0.002359838418, -0.000533008968, 0.000103858365, -0.000041641326]
Lutetium;Lu;Lanthanide;sp3d;71;0;71;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^1;No special;2S;-13851,807781166;0,2261;5;2;3;1;6;[2, 2, 3, 4, 3, 3, 3, 4, 3, 3];[63.903538, 37.008976, 32.687216, 25.543805, 18.549954, 13.120080, 8.701682, 7.137705, 3.013129, 2.003340];[-0.007898869574, -0.939160576923, -0.660512257611, -0.257794588387, 2.740535174633, 0.534387295908, -0.014917392534, 0.005439336923, -0.000689041465, 0.000248868158]
Lutetium;Lu;Lanthanide;sp3d;71;0;71;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^1;No special;2S;-13851,807781166;0,2261;5;2;4;1;6;[2, 2, 3, 4, 3, 3, 3, 4, 3, 3];[63.903538, 37.008976, 32.687216, 25.543805, 18.549954, 13.120080, 8.701682, 7.137705, 3.013129, 2.003340];[0.004697141531, 0.443069093552, 0.470219482810, 0.546469159115, -2.376575291712, -0.908123092393, 2.839475699170, 0.748853105184, 0.019759298908, -0.004362786181]
Lutetium;Lu;Lanthanide;sp3d;71;0;71;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^1;No special;2S;-13851,807781166;0,2261;5;2;5;1;6;[2, 2, 3, 4, 3, 3, 3, 4, 3, 3];[63.903538, 37.008976, 32.687216, 25.543805, 18.549954, 13.120080, 8.701682, 7.137705, 3.013129, 2.003340];[-0.001825604705, -0.149381642066, -0.176165832607, -0.232854128775, 0.919988910605, 0.351267116972, -1.281870646428, -0.632900139536, 2.021529346914, 0.925141167329]
Lutetium;Lu;Lanthanide;sp3d;71;0;71;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^1;No special;2S;-13851,807781166;0,2261;5;2;3;2;10;[3, 3, 4, 4, 4, 4, 4, 4, 4];[36.177588, 22.585179, 18.486867, 11.757966, 8.137374, 5.658663, 3.305766, 1.885996, 1.068929];[0.073254478226, 1.791617501323, 1.362380367248, 0.182329024191, -0.033788304343, 0.012830309151, -0.002694260566, 0.000967973192, -0.000290613317]
Lutetium;Lu;Lanthanide;sp3d;71;0;71;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^1;No special;2S;-13851,807781166;0,2261;5;2;4;2;10;[3, 3, 4, 4, 4, 4, 4, 4, 4];[36.177588, 22.585179, 18.486867, 11.757966, 8.137374, 5.658663, 3.305766, 1.885996, 1.068929];[-0.031295480864, -0.885987981160, -0.740078908781, 1.178817422314, 1.906890743958, 0.624479002864, 0.022273186472, -0.001037227073, 0.000352593959]
Lutetium;Lu;Lanthanide;sp3d;71;0;71;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^1;No special;2S;-13851,807781166;0,2261;5;2;5;2;1;[3, 3, 4, 4, 4, 4, 4, 4, 4];[36.177588, 22.585179, 18.486867, 11.757966, 8.137374, 5.658663, 3.305766, 1.885996, 1.068929];[0.001885900000, 0.056739600000, 0.047768200000, -0.088762500000, -0.143614100000, -0.037624200000, 0.323584100000, 0.550561900000, 0.311052600000]
Lutetium;Lu;Lanthanide;sp3d;71;0;71;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^1;No special;2S;-13851,807781166;0,2261;5;2;4;3;14;[4, 4, 4, 4, 4, 4];[22.312950, 13.203800, 8.660479, 5.596255, 3.496657, 2.185855];[0.078938868386, 0.784020153841, 1.390645337650, 1.363785475933, 0.738706812059, 0.152708637092]
Hafnium;Hf;Transition metal;sp3d;72;0;72;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^2;No special;1S;-14321,249598927;0,2022;5;2;1;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[89.099347, 70.595058, 58.530393, 33.759966, 30.773278, 21.051322, 17.029709, 8.701558, 6.910123, 3.575255, 2.615632, 1.108804, 0.745946];[0.083882521817, 1.326548160698, 0.005456318766, 0.003362434166, -0.002511077601, 0.001885146679, -0.001188222235, 0.000411960411, -0.000296702005, 0.000086832713, -0.000048931789, 0.000011030866, -0.000005515433]
Hafnium;Hf;Transition metal;sp3d;72;0;72;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^2;No special;1S;-14321,249598927;0,2022;5;2;2;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[89.099347, 70.595058, 58.530393, 33.759966, 30.773278, 21.051322, 17.029709, 8.701558, 6.910123, 3.575255, 2.615632, 1.108804, 0.745946];[0.025633752189, -0.515233921797, -0.348787773731, 1.588868230219, 0.193659859647, 0.013268010221, -0.004119321264, 0.000193605837, -0.000255548391, 0.000091499617, -0.000044547727, 0.000009758074, -0.000004808326]
Hafnium;Hf;Transition metal;sp3d;72;0;72;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^2;No special;1S;-14321,249598927;0,2022;5;2;3;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[89.099347, 70.595058, 58.530393, 33.759966, 30.773278, 21.051322, 17.029709, 8.701558, 6.910123, 3.575255, 2.615632, 1.108804, 0.745946];[-0.008899645948, 0.237181999186, 0.184795144774, -0.817219287631, -0.596039256324, 0.537652883716, 1.395018017427, 0.056891548873, -0.025223771677, 0.004365677267, -0.002309693590, 0.000458346616, -0.000225142799]
Hafnium;Hf;Transition metal;sp3d;72;0;72;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^2;No special;1S;-14321,249598927;0,2022;5;2;4;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[89.099347, 70.595058, 58.530393, 33.759966, 30.773278, 21.051322, 17.029709, 8.701558, 6.910123, 3.575255, 2.615632, 1.108804, 0.745946];[0.001593535842, -0.111067100599, -0.096280366433, 0.412691983395, 0.309145953364, 0.194011008874, -1.876665781331, 1.540092711560, 0.483020965273, 0.008059037407, -0.000984999746, 0.000171685526, -0.000072973420]
Hafnium;Hf;Transition metal;sp3d;72;0;72;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^2;No special;1S;-14321,249598927;0,2022;5;2;5;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[89.099347, 70.595058, 58.530393, 33.759966, 30.773278, 21.051322, 17.029709, 8.701558, 6.910123, 3.575255, 2.615632, 1.108804, 0.745946];[-0.001254973115, 0.043504037606, 0.035973916072, -0.156745208714, -0.125289139289, -0.117954462069, 0.846218302412, -0.593365685584, -0.777202417827, 1.230135282454, 0.612434516995, 0.001364433245, -0.000169847049]
Hafnium;Hf;Transition metal;sp3d;72;0;72;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^2;No special;1S;-14321,249598927;0,2022;5;2;6;0;2;[1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3];[89.099347, 70.595058, 58.530393, 33.759966, 30.773278, 21.051322, 17.029709, 8.701558, 6.910123, 3.575255, 2.615632, 1.108804, 0.745946];[0.000183140656, -0.011056180209, -0.009558669468, 0.041051084182, 0.031482232376, 0.035236262277, -0.226796580470, 0.154291831026, 0.228317708577, -0.351468274117, -0.332081810340, 0.814913553838, 0.766148358938]
Hafnium;Hf;Transition metal;sp3d;72;0;72;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^2;No special;1S;-14321,249598927;0,2022;5;2;2;1;6;[2, 2, 3, 4, 3, 3, 3, 4, 3, 3];[64.972139, 37.551689, 33.182576, 26.023296, 18.862732, 13.291252, 8.935252, 7.356536, 3.121242, 2.075235];[-0.022638674101, -1.872746605090, -0.618723227752, -0.043207284420, 0.024143885548, -0.006519316950, 0.002351510153, -0.000517087285, 0.000095285151, -0.000038212040]
Hafnium;Hf;Transition metal;sp3d;72;0;72;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^2;No special;1S;-14321,249598927;0,2022;5;2;3;1;6;[2, 2, 3, 4, 3, 3, 3, 4, 3, 3];[64.972139, 37.551689, 33.182576, 26.023296, 18.862732, 13.291252, 8.935252, 7.356536, 3.121242, 2.075235];[-0.007671801874, -0.942155812981, -0.663818333917, -0.255264755381, 2.748803182311, 0.530955560778, -0.018779747960, 0.006033828083, -0.000768159983, 0.000263565096]
Hafnium;Hf;Transition metal;sp3d;72;0;72;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^2;No special;1S;-14321,249598927;0,2022;5;2;4;1;6;[2, 2, 3, 4, 3, 3, 3, 4, 3, 3];[64.972139, 37.551689, 33.182576, 26.023296, 18.862732, 13.291252, 8.935252, 7.356536, 3.121242, 2.075235];[0.004515389392, 0.446637510209, 0.471212750901, 0.532067629121, -2.368301650208, -0.951584388899, 2.845827471022, 0.784757725834, 0.020275161448, -0.004385321487]
Hafnium;Hf;Transition metal;sp3d;72;0;72;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^2;No special;1S;-14321,249598927;0,2022;5;2;5;1;6;[2, 2, 3, 4, 3, 3, 3, 4, 3, 3];[64.972139, 37.551689, 33.182576, 26.023296, 18.862732, 13.291252, 8.935252, 7.356536, 3.121242, 2.075235];[-0.001793026492, -0.154705852971, -0.182879149145, -0.239904005204, 0.956947791640, 0.362142606481, -1.302733195516, -0.703291616173, 2.116055890935, 0.865629344335]
Hafnium;Hf;Transition metal;sp3d;72;0;72;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^2;No special;1S;-14321,249598927;0,2022;5;2;3;2;10;[3, 3, 4, 4, 4, 4, 4, 4, 4];[37.087770, 23.120798, 18.932868, 12.064253, 8.406485, 5.915269, 3.542840, 2.089406, 1.221170];[0.066762005961, 1.769148253636, 1.382302400279, 0.195014184797, -0.038765413153, 0.015122960454, -0.003409251545, 0.001216528216, -0.000351645276]
Hafnium;Hf;Transition metal;sp3d;72;0;72;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^2;No special;1S;-14321,249598927;0,2022;5;2;4;2;10;[3, 3, 4, 4, 4, 4, 4, 4, 4];[37.087770, 23.120798, 18.932868, 12.064253, 8.406485, 5.915269, 3.542840, 2.089406, 1.221170];[-0.028525009406, -0.880703815190, -0.758884025343, 1.133885883951, 1.907804642202, 0.660991609411, 0.025679908195, -0.001307285585, 0.000445248695]
Hafnium;Hf;Transition metal;sp3d;72;0;72;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^2;No special;1S;-14321,249598927;0,2022;5;2;5;2;2;[3, 3, 4, 4, 4, 4, 4, 4, 4];[37.087770, 23.120798, 18.932868, 12.064253, 8.406485, 5.915269, 3.542840, 2.089406, 1.221170];[0.002760969138, 0.089497373924, 0.078424081731, -0.138422092114, -0.223979749896, -0.081886783638, 0.476969121176, 0.797924323471, 0.391001907146]
Hafnium;Hf;Transition metal;sp3d;72;0;72;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2 4d^10 5p^6 6s^2 4f^14 5d^2;No special;1S;-14321,249598927;0,2022;5;2;4;3;14;[4, 4, 4, 4, 4, 4];[22.572535, 13.324140, 8.629242, 5.567960, 3.525177, 2.245564];[0.084187291202, 0.856313464543, 1.479587527059, 1.330993216430, 0.618223199210, 0.085756168145]
